comment,rating
lihat aja org2 yg selalu kebanyakan adalah dari vh . zş is nfffgZP,5
Njayyy,5
nakulalasyhdewa,2
eror,1
good luck,5
sangat bagus,5
sering mental saat mau masuk ig ( ngebug ),1
kok km,3
mantaf.....abis......,5
keren,5
seru dan ada filem lucu 😂😂,5
ànjìr,5
good,5
oke sekali,5
Terima kasih cukup baik appnja dan sangat membantu 👍,5
sangat bagus,5
mantaplah,5
bravo beauty full,5
saya suka,5
ok,5
G jd mere bintang opat hiji we naon maen mpro ka itu,4
Aplikasi yg pilih kasih !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
gajelas,1
semoga ada fitur penghubung ke facebook,1
goog,4
bagus,3
"story instagram sama komen suka kehapus sendiri, padahal belum 24 jam",3
joooos,5
woi developer aplikasi kamu banyak bug mending main epep,2
BALIKIN FLIPSIDE PLS.😥😥😥😢,2
GABISA DI BUKA,3
aplikasi yg SGT bgus,5
bagus sekali,5
salam bahagia sukses slalu,5
ke rumah dan perhotelan di perbaiki jalan yang lagi ap ya bang gw ya gan di tunggu kunbal sukses di dunia dan perhotelan di mana Anda dapat menggunakan dan perhotelan di mana ia berada pada belekan di dunia ini tidak akan bisa tiktokan di dunia dan akhirat nanti bisa ga ya bang di perbaiki WhatsApp di perbaiki jalan di mana ia mulai tertarik dengan dunia luar bisa ga ya kirim pesan ke rumah salsa mix by DJ wanita terseksi versi majalah di mana ia di mana mereka berasal dari bahasa Yunani yang ly,5
🤗🤗,5
sgt bagusssssss!!!!!!!!,5
bagus,5
jababs,5
like,5
kurang,2
oke sekarang saya kalau mau posting foto terjadi bug. ini gatau ya mungkin aja app instagram gak kuat apa gimana tiap posting sesuatu ada aja kendala contoh mau kasih caption tiba tiba ga ada daftar cari tuh di @ ataupun dikasih pager. terus udh dibenerin sendiri bugnya... malah ketemu bug baru yaitu gambar tiba tiba penyet sendiri. dan pindah pindah sendiri. tolong dong dibenerin bugnya resah banget,1
"akun saya kenapa tiba tiba di suspend ya? saya jarang post story ataupun foto lainnya, tolong di bantu, 3 akun utama saya tidak bisa di buka",1
mantap,4
temaallang,4
gacorr cug,5
"akun w kena nonaktifkan padahal masi sesuai standar kok ga ngapa""in juga",1
sangat bagus,5
good job,5
cukup,5
afk eror,5
Lumayan lah bray,3
sumpah jelek sangat,1
"ngebug banget, mau buat story vidio gabisa udah coba copot pasang tetep gabisa. mohon diperbaiki ya, terimakasih",4
Kenapa fitur memberi catatan pada reel tidak ada yaa,1
Bagus,5
"tolong balikin fitur speed up 2x kalo emang fiturnya udah ditambahin, tolong diperbaiki, karena dihp gw fiturnya ga ada",4
balikin catetan yg ada di post dong,3
Bagus buat nyari yali yali💍,5
sangat bagus 👍🏻,5
mantap,5
baguss,5
ya lumayan lah,3
"Instagram tetap menjadi salah satu platform media sosial terbaik untuk berbagi foto, video, dan momen sehari-hari. Aplikasinya mudah digunakan, tampilannya simpel, dan fiturnya terus berkembang — mulai dari Story, Reels, sampai DM yang makin praktis. Selain untuk hiburan, IG juga efektif banget buat membangun personal branding atau bisnis. Kekurangannya, kadang algoritma berubah-ubah, dan aplikasi bisa terasa berat di HP tertentu. Tapi secara keseluruhan, Instagram masih sangat worth it untuk di",5
bagus,5
good,5
aplikasi gak jelas taik gak usah bikin aplikasi udah 5 kali akun saya di tanggungkan gak ada di respon saama sekali,1
asik,5
asik,5
terima kasih Instagram bagus sekali bagus,5
terimakasih,5
"semakin lama semakin di update postingan story dan ig sering blur dan pecah, padahal gambar aslinya HD jernih tapi setelah di posting langsung blur dan pecah",2
mengesankan,5
saya setuju,5
Oke,5
"sering ngelag, loading lama, fitur musik di bio nggak ada, mau masuk ke apk ig, keluar sendiri. tolong di perbaiki lebih baik lagi yahh",3
senang,5
ok,5
ganti profil highlight nya loading mulu,1
Knp ya setiap ganti pp sllu keluar Jadi mohon ini bisa di perbaiki?,2
kadang gak bisa ngelike kadang juga gak bisa ngefollow sandi susah di ganti,4
"INI GIMANA MAKIN KE SINI MALAH BIKIN EMOSI AJA NI APK..PERBAIKIN TUH ARSIP IG STORY MASA KUALITAS NYA JADI BURAM SEMUA , TERUS GUNANYA SOROTAN DI IG APAAN KALO FOTO DARI CERITA MALAH BURAM",1
sesua gabar,5
keren,5
kenapa ya saat ingin story di instagram tinggal terjadi kesalahan terus menerus sampai di edit panjang lebar pas mau post kesalahan. sering terjadi pas mau tag atau collab. tolong di perbaiki.🙏 akun ig : hansforetell,2
lumayan,5
dgn aplikasi ini sangat fantastis buat semua orang.. banyak pitur yg bisa buat para pengguna cepat memahami trimakasih,2
saya suka menggunakan aplikasi ini sangat menghibur,5
sangat suka,5
reels yang di tampilkan video yang telah diblok atau video sejenisnya jadi malas membukanya,3
tolong dong verivikasi akunya centang birunya kurang saya harus nunggu dlu dari lama,5
mantap,5
I like Instagram but it's really hard to get into it,3
bagusss banget cantik kayak aku,5
cukup baik minusnya kalo kelamaan ku pakek apk ni suka keluar2 sendiri trus g bisa d bukak so i just to clear all the data,3
"sosmed yang bagus untuk personal brand, tempat informasi, tempat berbagi tawa, cerita, kisa sedih dll btw doain biar gw dpt bnyk foll aamiin",5
bagus,5
senang aja gituh,5
sangat menyenangkan,5
"tlg Instagram kenapa Skg kyk begini buat stori saja TDK bisa loading terus nonton reels bisa kadang GK bisa bnyak ngebug nya,tiba2 ada tiba2 ilang.",1
apalah pas udah tulis sandi tulisannya terjadi kesalahan terus dari tadi,1
mending balikin lagi feed 1:1 nya. asli mending balikin lagi,5
good,5
jos,5
good,5
aku ingin mendownload ini karena lagi butuh,4
✨✨✨,5
keren banget,5
gabisa bikin akun lagi atau mau login ke yang ada,1
saya senang ad Ig,5
amanah,5
bagus banget deh cuman ngk ada saluran siaran aja😢,5
mantapss,5
"aduh ig ku knp ya yg fitur musik di bio udh ga ada lagi di akun first ku pdhl kemaren ada tb' bgt ilang, pas dicek di akun lainnya masih ada musiknya, ini gimna woi aku mau ngilangin musiknya tolong dong Instagram munculin lagi di akun first ku 😭😭😭😭😭😭🤬🤬🤬🤬🤬🙄🙄😩😩😩🙏🙏😔🥺😢☹️🙁😕😰😨🤯😫😩🤧🤕😷😣😖😞😞😒",3
burik,1
aplikasi bagus,5
inovativ sekali untuk semuangenerasi,5
b aja,5
lomba mewarnai di McD memberikan kreasi yang cukup baik 🙏💪,5
"ribet bener mau buat akun instagram, ini bintang 1",1
"Ada link menuju threads dan sebaliknya, tapi begitu di klik malah error dan tidak bisa dibuka",1
Ig bagus bisa kirim buat foto dan video,4
sangat sepesyal,5
masa akun baru udah dapet peringatan padahal gak buat konter yg aneh aneh lah,1
Perface,5
error gak bisa di buka,2
"Instagram tolong balikin feeds yang dluu, jangan kaya reels, terima kasih 🙏",1
Bagus,5
honor mana honor😁,5
bagus,4
keren,5
sangat membantu saya,4
ayubahmadanl,5
mantap,5
"setiap saya mau live streaming selalu muncul caption, akun anda tidak memenuhi syarat, padahal semua syarat sdh di penuhi, Instagram sekarang sudah mulai gak jelas, dan lagi banyak keluhan lain nya",2
"bagusan ig yang dulu ada catatat nya jadi bisa kodein seseorang, sekarang ga bisa, pliss dong, buat catatat ada lagi di ig",5
keren,5
goodd,5
good,5
suka error kaya anj,1
bguss,5
bgus,5
Baik,5
mantap,5
good aplication,5
okesip,5
maturnyewun 😊,5
Mantap,5
good,5
bagus dan kameranya cantik dan banyak vidio yang bagus²seperti mukbang dll,5
bagus untuk inspirasi,5
lalal huhu lalal laauu,5
"foto postingan nggak bisa disesuaikan. padahal sebelum update masih bisa, tapi kenapa setelah update malah nggak bisa?",2
mantap bosq 👍,5
seruu,5
membantu saat Memposting pembelajarann,5
tolong kepada pihak Instagram masalah translate nya ngebug tolong diperbaiki dan kadang2 saat memposting story video Sukak macet gak bisa digeser saat mau mengubah lagunya,3
menganalisistem,5
seeeeeep,5
kenpaa instagram sering berhenti,1
bagus dan efek nya juga bermacam macam,3
"terdapat bug pada perangkat saya, tidak bisa menampilkan ketikan di atas keyboard saat membalas komen pada postingan",4
dbes,5
oke,5
the best one,5
"maaf saya kasih 3 bintang soalnya ig saya jadi ga bisa di buka jadi tolong di perbaiki, terimakasih",3
kenapa jadi patah-patah,3
"""Sometimes We Unexpected about the Sentence, We Just Know if we have what we Understand"". -Unknown Filsuf @aerovvltlk",5
i love instagram,5
"my facebook account is gone because my instagram account is suspended. very disappointing, i have been using instagram as a medium of entertainment for a long time and now i can't open or create a new instagram account!!",5
great,5
Kenapa dari kemarin huruf atau tulisan font di Instagram jadi normal ya padahal hpku pake font dan biasane mengikuti font yang aku pake,4
ggk baik,5
sangat memuaskan,5
"bikin akun baru sekarang dipersulit banget anjingg trus ada ""Ajukan banding"" apaaan taekkkk!!!!!! pdhal email baru akun baru tpi ttp aja dipersulit asyuuuuuu.",1
I like,5
bagus dan best,5
karena itulah yang saya sukai,5
sangat bagus,5
"susah amat edit foto di ig, edit posting aja gak bisa",3
"IG SEKARANG KAYA SAMPAH IH, BANYAK KONTEN YANG MERUSAK ANAK BANGSA",1
bagu 👍👍👍💯👍💯,5
"wah bagus sekali, saya suka",4
baik,5
mantep,5
bagus,5
Sanget bagus,5
knp ini ig saya eror trs.. yang lain kaga ??,1
Bagus banget lah pokoknya 👌👍🔥👍👍💯,5
malah banyak iklan judi online anj,1
"lebih ditingkatkan keamanan terutama gambar pribadi setiap profil agar tidak bisa di screen shot, digunakan atau dipakai dan disalahgunakan oleh orang yang menggunakan foto orang lain demi keuntungan pribadi. Nanti, korban penipu itu akan menyerang akun saya, dikiranya aku, padahal penipu menyamar sebagai aku. TINGKATKAN KEAMANAN FOTO WAJAH, KELUARGA",1
🔥🔥🔥🔥🔥,5
bagus,5
"keren aplikasinya,tolong kedepannya lebih irit kuota",4
Bagus bangett,5
Bagus sih ada galau galau nya,5
aplikasinya nga mau ke buka padahal udah habis di hapus baru download lagi eh ternyata masih nga mau ke buka jadi heran in sama Instagram,1
Sangat efektif untuk digunakan,5
👍🏻👍🏻👍🏻,5
"gatau kenapa akun ku ke private sendiri,harus berusia 16 katanya, padahal aku gapernah buka ig nge private akun ku,kenapa pas buka tiba tiba ke private kan jadi kesel,mana gk bisa kebuka lagi",1
baru mencoba pakai ini,5
bagus,5
Keren,5
"mantApp!!!! bagus bgt, tp kenapa catatan postingannya di hilangin? pdhl itu ngebantu bgt kalau misalnya males komen di postingan, jd bs di catatan postingan ituu.. semogaa dikembaliin lg yaaaaaa, love u!",5
Makin aneh,1
"sudah bagus hanya ada masalah lain yaitu komentar tidak bisa diterjemahkan ke bahasa yang di inginkan, tolong diperbaiki lagi.",4
yes cakep,5
memuaskan,5
aplikasi yg sangat bagus,5
Mengais Rejeki,5
Aplikasi yang sangat Bagus sekali semoga sampai nanti selalu jadi favorite,5
semoga selalu menjaga akun dan tidak menyusahkan kami dengan peraturan aneh,5
aplikasi yang sangat bagus dan bener bener berguna bangetttt,5
aplikasi sering force close dan ngecrash sendiri hari ini sampe perlu reinstal berkali2. tolong perbaikannya ya team IT meta 🙏,1
noice,4
bagus banget biar bisa tiktokan ajah sihhhhhhhhhhhhhhhhh ya gesssssss,5
bagus,5
kebanyakan bug,4
Ok baik sekali,5
"hp tiba"" restart sendiri",1
sekarang apk Ig malah suka ngeleg trus pas aku bikin reel lagu nya malah trus bunyi meski udah aku udah keluar dari apk nya trus pas bikin vdio juga vidio nya jdi lambat GK sesuai smaa lagu,1
"sampah sampah sampah, bug mulu",1
mantap gebraykeun meh ngagebray,5
"Updatenya udh bagus, tapi tolong agar usahakan update lagi, agar saya bisa login ke akun kesayangan saya, yang sudah tidak aktif lagi tolong..🙏😔.",5
instagram kereen pokoknya.,5
sangat berguna bagi seorang yang ingin memulai creator bisnis dan creator video yang lain sangat efektif,5
Paling suka sosmed ig daripada yang lain sejak 2015,5
mantab bermanfaat,5
keren,5
sangat bagus,5
lumayan bagus tapi kenapa filternya selalu hilang,4
mantul,5
"Instagram saya gak ada reelsnya, kenapa ini ya",5
ok untuk sekarang udah lumayan lah,3
bgus,5
mau ganti nama susah bangett astga,1
baguss bangett si ini aplikasi,5
sukaaaAAAAAA,5
pliss balikin akun akuu,5
sangat berguna dan puas pakai aplikasi ini,3
"hm...agak susah dijangkau skrg, dr pd dulu, itu aja ± terimakasih u semua",4
"Limitnya di kurang2i lah Instagram, ribet bangettt",3
"knp setiap saya mau upload feeds di second dan saya edit entah geser sedikit foto atau tambah teks itu selalu gambar nya ilang, ga bisa di up dan harus ulang dari awal. bahkan saya sering kerja 2× untuk edit foto nya di apk lain agar bisa langsung post. ini udah sering bgt gatau knp. Dan juga setiap mau upload sg di akun mana pun harus ngulang 3-4× karena begitu di post ga langsung nge post, tp ke hapus dan muncuk tulisan ""kesalahan"". ig tolong dong ini nyusahin bgt.",1
akun Mudah di retas pdahal sebelumnya sudah mengaktifkan autentikasi dua faktor saat sudah mengisi kode dari autentikasi selalu bermasalah,1
saya memiliki kendala di mana saat saya ingin login ke akun saya tidak bisa saat saya lupa kata sandi dan masukan kode kodenya malah invalid padahal sama seperti yang di kirim mohon bantuannya,1
apk yg sangat saya suka,5
efekknyaa adaa yg ilangg,5
tidak ada fitur musik di story Instagram,1
bagus dan woww,5
mark zuckerberak anjeng,1
bagus,5
mantap,5
p om,3
"hi instagramm, kenapa yh di perangkat saya jika mencet tombol suara akan mati saya videonya tidak dapat dimulai? mohon segera di balas yaa :((",3
sangat bgus🤗,5
banyak saudara saya yang menginstal ig,5
apk yang bagus,5
"filter jj nya di ilangin,saya mewakili orang sulawesi sangat kecewa tolong kembalikan filter jj nyaa",1
Kok draf nya gak bisa di buka da foto untuk edit lagi mohon diperbaiki,3
kebanyakan iklan pas scrool postingan!,1
pen update,2
pernah pekerja seorang gembala bebek,5
bgus,5
menurutqu oke,5
keren,4
mantap,5
bagus,5
kereennnnn,5
bagus banget,5
Instagram itu sangat bagus,5
Bagus,5
bakal ku kasi bintang 5 kalau square grips dan bisa ngasih note di reels lagi,1
seru tapi waktu mau mengikuti orang gak bisa,4
ok,5
sangat bagus,5
banyak efek yang ilang😌 kembalikan semua efek yang ilang lah plis🙏🙁😔 saya kasi bintang 1 dulu,1
makin kesini makin besar mb nya,4
coba dulu,2
mantap,5
asik,5
💜,5
sangat bagus,5
bagus dan memuaskan,5
luar biasa.,5
Bagus,3
soalnya kalo buka pencarian suka keluar 18+,4
enangbanget,5
mantap poll,5
mantap,5
segera aktifkan fitur terbaru saya,5
bagus kak aku suka sama efeknya kakak,5
akun saya tiba tibs menghilang,3
good,5
mantwp,5
bagus kok,5
ini enak bgttt,5
sangat bagus,5
"apaan si kadang memuat2 ulang²,makin kesini makin bnyk bugg,dan smkin berat jg aplikasi nya payah",1
sangat memuaskan,5
good bless ig,5
ig nya sering ngeleg,5
tolol bangett si kamuuu,1
"Sekarang ig tuh ga kaya dulu, sekarang kalo mau buat story ig atau mau posting foto/video nya jadi burek bangettt",5
aku sangat suka,5
Bagus,4
saya tidak bisa mendownload nya😅,5
menyenangkan💕😍,5
baguss🥰🥰🥰,5
sangat bagus dan canggih,5
bagus,4
kenapa instagram di hp say e hari eror. sudah update juga.,1
bagus 👍👍,5
good,5
"mnurutku apk ini sangatlah lumayan bagus, moga kedepannya apk ini tambah maju & tambah penggunanya",4
Terhibur dengan video2 yg di IG,5
kenapa tidak bisa memuat kabar beranda terus sih? di refresh gak bisa,4
mantap,4
tetap semangatt 😎,5
kenapa akun instagram saya tiba-tiba tidak bisa di buat live?,3
luar biasa,5
ok,4
saya sudah mencari efek tapi tidak keluar,4
So far so good... Meskipun follower naik turun tapi yah di nikmati saja bermain Instagram.. Karena hampir semua yang fotonya pamer tubuh lah yang follower nya banyak...,5
bagus tapi kurang Velocity,4
aplikasi yg sangat membantu bersilaturahim dgn teman2 dan org2 di seluruh dunia,5
keren,5
"Mohon izin developer yang terhormat, izin menyampaikan aspirasi saya bahwasannya menurut saran saya pihak Instagram mengadakan fitur siapa saja yang unfollow di profil Instagram kita, karena ketika saya masuk ke pihak ke 3 untuk mengetahui siapa saja yang mengunfollow diakun profil kita, banyak sekali yang tidak efektif yang saya dapat. untuk itu izin developer yang terhormat buatlah fitur baru untuk mengetahui siapa saja yang mengunfollow kita diakun profil kita. karena jujur saja ini penting.",1
oke bagusss,5
Great,5
KOSWANTO,5
hebat sekali nontonya😊😊😊😊😊,5
sangat senang,5
sosiala media saat ini,5
KOK AKU SETIAP BIKIN AKUN BARU GABISAAA,1
jadi banyak bugnya gni,1
bagus,5
tidak sengaja terhapus,1
Habis gua update malah lu PL akun gua🗿,3
sangat bagus,5
"tolong jika akan update seharusnya survei lebih teliti, terutama bagian tampilan feed profil sangat kacau sekali dan semakin buruk. dinegara saya bahkan diseluruh dunia menyatakan bagian feed adalah kebutuhan penting untuk mempromosikan pekerjaan atau instansi negara kami. kembalikan tampilan feed 1:1 dan jangan dirubah lagi. pekerjaan kami seluruhnya menjadi kacau karena perubahan ini",2
apk ajg,1
Bagus dan aman,5
mantap,5
jos,5
membantu dalam meningkatkan kinerja,5
"mau ngedit sorotan udah di ubah foto sampulnya masih tetap sama walaupun sudah di ulang berkali-kali, mau ngedit nama di sorotan tidak bisa pakai yang sudah kita salin dari handphone sendiri, harusnya di update makin tambah canggih ini kenapa malah seperti makin parah.",2
